edge_id,query_lon,query_lat,status,http_code,error_msg,used_radius_m,image_id,thumb_url,captured_at,img_lon,img_lat,nearest_dist_m
11503,-0.19930426111797644,5.571854907836671,ok,200,,300,284900551216705,https://scontent-mad1-1.xx.fbcdn.net/m1/v/t6/An9O0eSUfsEeFO-SsTV9UggqBZvRljFJ76Tb_INtlb1DKMmaM9AER70U6HhQFXgIPtLX8npq8tFbtJ449WIl-gdeVucRagxbUkz7Zh6OWsUXz3oS0ijLKc0wHlbyUC2uzpeR23jQzdaRHZ-JiFlQqQ?stp=s1024x768&edm=AOnQwmMEAAAA&_nc_gid=RNBl3LPQQu1UxEtJszSuNA&_nc_oc=AdpW8jx33ipJtV7KWwFPzO1dws8n5uUi-JELB65wNHtiC6HHjvWD9MHWl5vFQBBP3Ho&ccb=10-5&oh=00_Afxwsx00bAv7o6rqQD9Nu2QYBI37zFUBIvwkdkYxRnBiCA&oe=69EE1CD2&_nc_sid=201bca,1701964642574.0,-0.2001436,5.5698078,245.85148712008495
353,-0.2722485689894971,5.532256114723002,no_image,200,,300,,,,,,
11287,-0.21026452801471396,5.570765962849263,ok,200,,300,8612645808771391,https://scontent-mad1-1.xx.fbcdn.net/m1/v/t6/An-zRnMOCYRvEJ6ge7ozRNuO2tVMwSAO_5-rSlxTZG6WeZ6v_jrh5mBy8lJlhUZE0_xluK5czGAnnqaCxkMsezdbnsN54NCFbtQK19Wc2GczhVeMBL17aSr_HtfIb1Y1S5_O_cTHw-5OVVJHD_v0ByU?stp=s1024x768&edm=AOnQwmMEAAAA&_nc_gid=leSalUWrMziBZrOYgSi0jQ&_nc_oc=AdrSw0pLJfRYJSBl_Dd5RTl0Vwx2M_T-h1LSMWDTJixtfJhoNSzEmTUXXh0vvqPOwiw&ccb=10-5&oh=00_Afz4oGfgTcUdIieu_uB0Y9opK1U67g7Nsr-7w2bq635jkQ&oe=69EE01E5&_nc_sid=201bca,1732009133572.0,-0.2085076,5.5685218,316.3488036353165
11800,-0.18285171912073955,5.576365218830097,ok,200,,300,505995570668630,https://scontent-mad1-1.xx.fbcdn.net/m1/v/t6/An_TGZ2HOA9t9Sfhabp__8ZPNDVrphV2q6-jIhpWsLFdBkl1Dva-S2LDLfeQsxBGU3rm9Zp5ShMXByw38o_W1I8h-NLxc_bOASVakpLTv90gpWWtU60HL5HRT2XiNt8CbrEOhHHmqgwYy07DnF-qKA?stp=s1024x768&edm=AOnQwmMEAAAA&_nc_gid=lpJcWcyJGngrMld8NIGbNw&_nc_oc=AdqMnS0WgCg7RpZ1S9npHViXzH8RkSeB_NvXdi5lCO01mc1fKEqq2k5oSFNlEutzjk4&ccb=10-5&oh=00_AfyCfa7i3yeQd9yjk8DFG2G0sjfE3ZQPZqiopWWEXS2UVA&oe=69EE03C9&_nc_sid=201bca,1538674159000.0,-0.18432064888889,5.5769390052778,174.63654182886557
3145,-0.232043221504598,5.544967258019292,ok,200,,300,174970771191045,https://scontent-mad1-1.xx.fbcdn.net/m1/v/t6/An_cW5vVaCYDfImVCxF6hF2_S6hXrv1zAfwVy5I8G8BMsugc179BNXilsxhEFC569rmwK3NTAMG0PU7iL6dDhwWZ8tRox3xVeDg4i24GxPFUD2BHJMjY_L5qprSu0CvXYoLNFG-f2OfJkvTYs4Ga5u8?stp=s1024x576&edm=AOnQwmMEAAAA&_nc_gid=8FcBT3bLhiHihjwdOfXrMw&_nc_oc=AdqFTllNhp_8-7pafBiBb8ULM0dEFV5dIDb1Z_BXwIAIUmp0UXiXEbFbnxTm8OBFlu4&ccb=10-5&oh=00_AfykOF4B4EdvGWvFYKyO7Z_q-ZEN64vOYbMGr3eK12GOKA&oe=69EE1D46&_nc_sid=201bca,1583665132702.0,-0.23248656470029,5.5435683168411,163.1102949172703
8833,-0.15278488122595105,5.562741727198735,ok,200,,300,1410543439531921,https://scontent-mad1-1.xx.fbcdn.net/m1/v/t6/An-sDWOSTVne0ojIyIndfOXbn0urzKxpq5lBToUUsd9gYT8-WNRKtFwTLIcm_d-kIXELE5_W9j2q4Eha-rT0Q4DUXJ9acJVU1DMPgsvzxnqk-OIOubLoQw7ABppNr4NNiF8VdWiQe2Ojunf6zNzpIQ?stp=s1024x768&edm=AOnQwmMEAAAA&_nc_gid=nErxjqORhNX3jqnW1GxhgQ&_nc_oc=AdqzM6tWohq7a8lXa1yumEdnX5bKJ-eeqEQHnVw-1ULBwaD3q2wPpOaGo5iYk6xFOYU&ccb=10-5&oh=00_Afzztgm-eR7pNghaBT7tE3K8YJ1Y9jA0iWgiccbGD9g7qg&oe=69EDF424&_nc_sid=201bca,1701761098519.0,-0.15376890000265,5.561286,195.09365864398177
3444,-0.2409145307191948,5.548425348662618,ok,200,,300,282249173562014,https://scontent-mad1-1.xx.fbcdn.net/m1/v/t6/An87W_zNaf032HTZiFMPdXLOuj1Ezurk746SjzMTjj-saKc7lPAn6Q-CFIvY0W-y3iWH8BZclwbXKd1S-5LpXwrR5ty0Nbz-KVXPSpdado8IAdc2McOc2I5r0xXsT5j1fAjuQYMmNfvNax8EXXq47G0?stp=s1024x576&edm=AOnQwmMEAAAA&_nc_gid=2dkRjJoALM4o18jmY485aA&_nc_oc=AdqcJuHYartdli7JGvK6L4-Q0Darskq8V_tKHDwC6UFJzGA3GIzBA-HDdV1djXpyd6k&ccb=10-5&oh=00_AfxS1_lT-GGMUTR7dFogmzRX1IbKx2vy0MIFhUqBUX9UOg&oe=69EE0930&_nc_sid=201bca,1583666916415.0,-0.24012039428027,5.5484696598665,88.02822338643745
5805,-0.24485191588113614,5.568271922659779,ok,200,,300,1019972176448890,https://scontent-mad1-1.xx.fbcdn.net/m1/v/t6/An83VoblRZYHoxenWaOPGWib_X78L91yp9wJcedlvStcWTPf-rHtYewPbrLKdP_mSWXMksPrie2Vb9u03ukpBS2PcfxPlDx1KP1rXjeDn6tTBTQoRa5_7G-9dL6h-PuRJspXT837QbV6kj5y1SGIfQ?stp=s1024x768&edm=AOnQwmMEAAAA&_nc_gid=OCSNFpQtHJN1STqINUoVRg&_nc_oc=AdpNYfukb7Xvvc8gBG6oYWQViryz2tOjD2nScJ1wfN1ry1P1zuUBqgOac-kJBJcdEoc&ccb=10-5&oh=00_AfwzdO18m5v9Q2HLuhohvobRIVOCPdVEgA_afm0AVXdd_g&oe=69EE22C6&_nc_sid=201bca,1722074642654.0,-0.2437492,5.5698167,210.7097652181409
7140,-0.2124916137202771,5.543802436257209,ok,200,,300,774764273414232,https://scontent-mad1-1.xx.fbcdn.net/m1/v/t6/An-RuLrceoo-sDIBFaNAS04u-Fl7AIXOOVkQy4EOxWt4iWPK0vz5cEqTOjTj7Ximpa2-lhQcfTwVmdxNTLrc2fkeWL0_IU5sjXvNXwsaMth5u0uiDmg5S_CKCWPVHZNHWLE5r7Fbp4VS4-nuSiQCYQ?stp=s1024x768&edm=AOnQwmMEAAAA&_nc_gid=j0PidCWnXpR_orc_l7SvYQ&_nc_oc=AdpotVUVK5O8Ib1VUihL-_5sPRSsy-O9mW_l48qnAxFSIgLdJOrt7zJIyGnYDGUTUlY&ccb=10-5&oh=00_Afz7jR1njHNcgogAB42GkHhqIJDvQHtOQp8IrdAJ2fyT7w&oe=69EDFD00&_nc_sid=201bca,1546245454380.0,-0.2098392,5.5454057000011,343.447898360544
2237,-0.2457770375070987,5.542147790565783,no_image,200,,300,,,,,,
3874,-0.24016606045501904,5.554468459481355,ok,200,,300,199534975336651,https://scontent-mad1-1.xx.fbcdn.net/m1/v/t6/An9a7DWpS6ZDZwaF-denAAaQXrfLLflSS9NuwJQoz-_BRJLCwYWhFlP0u8ZPSfgreJky1I1U3zp5b1NLzc0yqc2T1HmWLsyYRQmnnxAxkxQobhvz6A-_BMHJg3sWqGEuO5LtlgY56P99BUsKkaA_gA?stp=s1024x576&edm=AOnQwmMEAAAA&_nc_gid=qIB-ZzM48fVPGSlwKzw1fg&_nc_oc=AdpFl3m66_7FL32DzAHbLWWZ5VxoCvRhDC_2qtrEWWymfZiPYrGUlOuAgchYRMFzXiQ&ccb=10-5&oh=00_Afzzj3_j4RgWlJxEF8F2sYx28B5IMZWpF0UhmYe5vVbY7A&oe=69EE1F74&_nc_sid=201bca,1583666989763.0,-0.24012536084211,5.5544721547368,4.523043529268834
12267,-0.1723538347386479,5.578129019139446,ok,200,,300,4237267396334191,https://scontent-mad1-1.xx.fbcdn.net/m1/v/t6/An8Gnw1JJmkMuY4WQ657RFZQO28TG0R_jlcQLnvShkXFzEsLoVFcFW_F-smQc9KqqqWZ21TRVdPgeKSZdJrDpdFjHnLP8ABxV6ImiG5Q_s_qy6sSYwkOTSILqrJ9yMgAJhRL6yyvLtqClQE2NZxKIw?stp=s1024x768&edm=AOnQwmMEAAAA&_nc_gid=A4lQF5K4gniPu_rrUWALSA&_nc_oc=AdqEXl8J6HrgWRWu3RIMgIoV4HyOmC1NCP2QSwzCBU64OJMVvayTosDdGmuVnPg7tp0&ccb=10-5&oh=00_AfxhhLAMldcObrKGQrZtCm74NyDzkSNTMUBll0fEB6LyJg&oe=69EE0BF2&_nc_sid=201bca,1566141032000.0,-0.17199615,5.5774930491667,81.04176595438257
9742,-0.19890089600677507,5.564007371557454,ok,200,,300,4816091375073112,https://scontent-mad1-1.xx.fbcdn.net/m1/v/t6/An_wWLl3ZNeAmLtTAUp15g-YFpiBdcXRaqiD64WYc6O7ZLPx1KHbr3R_4hD4AbzS0vFeLKlfZS_kSlxjQDk0HOcj9bVM4LvaoMnwJTKfgMhBCPfvEBA1z-3tQ-BoIdPCC7c-ST1GZgaxYUMujOqiIg?stp=s1024x576&edm=AOnQwmMEAAAA&_nc_gid=HnaUwI29e0p5GN4Xfi2KCw&_nc_oc=AdqT3nbCxwRd7LIrvKQvDuhMDM_EvnwZ-ritzf6DgeTPKa9-tPIqdBN5gwUAkVP-Ig8&ccb=10-5&oh=00_AfwYoiD0q89_kBTN6M7xj7dQVCllz5V-GtfAMyP91SV2FA&oe=69EE17D4&_nc_sid=201bca,1566997979237.0,-0.19682764776655,5.562154338293,308.386975553138
11610,-0.19916502070401282,5.575330966698651,ok,200,,300,372528830766991,https://scontent-mad1-1.xx.fbcdn.net/m1/v/t6/An_Dm0QkFSyd-1mR0mwA_ZFgNCoMqZLX7DrnkK-9CcDy4ia6Tes6AjqnuvKl-tfVA1bvjbly4iJg4OVPucZ8FqSryNR0q2Be-Sz2MzwmOy0nKMws0bgQ7gm8Nz2Bnw6vD-9nZMsHWXO3BFegX6hKxw?stp=s1024x576&edm=AOnQwmMEAAAA&_nc_gid=QzWrnTtJYfRm3lhCSQX4Lg&_nc_oc=AdpFEaFs_SnlEa5GfVLa3cKSvrQY7_7LkizXFKkHmzjAB78z-JTDvfBe2rH6S3pDCqo&ccb=10-5&oh=00_AfxSCAI_G87A-Lb0xDidaFRIyfMMECR6841uchmQNcrahA&oe=69EE1A43&_nc_sid=201bca,1476635867932.0,-0.19727549999993,5.5739809,257.4175004315305
10066,-0.1681453987007772,5.5673633377242355,ok,200,,300,2885540558333848,https://scontent-mad1-1.xx.fbcdn.net/m1/v/t6/An9LVknwWicqAjCiUeKlGr4628N6peKoA4Ma7y3h8HeSfMyhRk3SeDxdxM4MaCWeYsMKTyifqx-mfkGWXG9CPHzg5E7amvS6vkPrMYLNtzEy0ujyZ7pH1i7FT_iJpRamnBJAxdD3vxDvol2FdKFPLg?stp=s1024x768&edm=AOnQwmMEAAAA&_nc_gid=3kVe2FrLw2wbVAapTGSHLQ&_nc_oc=AdoVfB34HK_Q-VrIw1ZNYGmecDe8-W2EjW5hEDIVDsbbwKolSVrvm_vFXNwX1Du2ViY&ccb=10-5&oh=00_AfzEYvintisRHXiBGXHje8gU0jDF_GISw2rO9U5Qxnf1pg&oe=69EE06C6&_nc_sid=201bca,1538145758000.0,-0.16894203583333,5.5686317011111,166.32478388246267
3111,-0.23439330309651535,5.542959596433672,ok,200,,300,3455889977844442,https://scontent-mad1-1.xx.fbcdn.net/m1/v/t6/An__nxE1JZ6FwpXMVhQqeaeCBUJqp9Kw4cxSEVmfn5gK2xBflAE2jGaCpOt6Rl5ugLOn05Dbh57DwT21yX9T-PVF7XSgh1EvMwk5aDJNE29k4ce1rSA7CULBO_3Ul8olu61w96DE9rVro0Ylej_dWw?stp=s1024x576&edm=AOnQwmMEAAAA&_nc_gid=ofv1ZiNhlgvPS5uv3uxImQ&_nc_oc=AdrOsSlSHXodcXa0MKvPeklWZ8tBmafTaBZCfoPehm-OP88L9bv-JahNfyN9_TSHno4&ccb=10-6&oh=00_AfwcyIK3aVJAxIScFhdgWtqoGs0jISfV3U8Fw8O8-Af3Zg&oe=69EE0F7E&_nc_sid=201bca,1583665088623.0,-0.23435673600783,5.5430064669276,6.598572850155808
10031,-0.16732029831248174,5.563620898338747,ok,200,,300,1515687612157878,https://scontent-mad1-1.xx.fbcdn.net/m1/v/t6/An88He48RD5_qwY7a32vp0Tgm5CgsBzailVHT-_ROwRcu8qN-Uzd1HBOvbUZFOwPfL_j6nTN5G3NfEFtrKngZZ-4Xw-qxs--ZHMEGS-xojlZPUgQRTiTCuchHDkr0f0OUs5Ifgc_NuPZo-ghndpS2w?stp=s1024x768&edm=AOnQwmMEAAAA&_nc_gid=6FZgvatCRj8_5qI5lGquiA&_nc_oc=AdoVtt2Cp5H4KZ6AFjtujb-fWwpudHflHtOgLBIPnORwZm5wsqJywyN63S9pFhdYKlY&ccb=10-5&oh=00_AfxEVc1p5cbcmUPNUvfvzg5LNirDvXakvE5EoICEEMSc9w&oe=69EDF507&_nc_sid=201bca,1538146070000.0,-0.16609311083333,5.5611992997222,301.581870213525
10560,-0.16977186738916228,5.570114331338963,ok,200,,300,2905945889657490,https://scontent-mad1-1.xx.fbcdn.net/m1/v/t6/An_d2nRU1t_qljNmx86_viykzXdZCHBe6lpYZCcQAqEbZ4GHGBWnhlgY0wR4BypC_8jfi83MSOFrIBb60hA0YWgnuBimZhbj4AYXs8cjMSI9oMLQLUrGrTpWvnXss91e1i5w472HUY9ZzgZ9WAe6Pw?stp=s1024x768&edm=AOnQwmMEAAAA&_nc_gid=L0SpLu9CbJEinaNFLq77ng&_nc_oc=AdqlwI1TOrvK6zBDtf6bnS0VkUcxovlfZ2oNt7JYWhu5Gtc3MtJ_roSrugpwG9YC0kQ&ccb=10-5&oh=00_AfzBkKJtVKO-g2IKXlozdduZf1jsZKwySF3P0G6rPWTqWw&oe=69EE083C&_nc_sid=201bca,1538145588000.0,-0.16871983166667,5.5703171341667,118.59241997001119
6713,-0.22980986667199513,5.574116554667849,ok,200,,300,1640041619962360,https://scontent-mad1-1.xx.fbcdn.net/m1/v/t6/An-ztBKXEVtJccY9p3SiqZOlwi-WBytWouneRQbni7QwfZNDFHFvcXge8lEbCzIAqaBEj4kp5n6EEgO3uBm3cQSNA3cOAvo_NUldknNAAi0NMJA90uUp5XuzyJ5Z7-zzohV-GMvLbUXcZ_QupjJpRoY?stp=s1024x768&edm=AOnQwmMEAAAA&_nc_gid=XAGXvNgkhYyZJ_qBnASgFg&_nc_oc=AdqyFYDArO--zTggaRNFsrKmS3ObBwjVjsn8H9qt4TkGkdKzRt4VorU7FninGdCWQZ4&ccb=10-5&oh=00_AfwdqUVpq2N4MOgLyR0EBGLAOYoPqyYSSt55S4zJi6hVoA&oe=69EE1D64&_nc_sid=201bca,1742383591452.0,-0.2273962,5.5748148,278.17319244934004
1053,-0.2408956220974313,5.531441796842436,no_image,200,,300,,,,,,
8646,-0.17131278227126123,5.561960827886765,ok,200,,300,159653776117198,https://scontent-mad1-1.xx.fbcdn.net/m1/v/t6/An8LeE6CeIbGjIDp818DwlM76chkgxoWUx2bcpnPce_Xr1HdsHQ8IK7S04qOg-fcT7ZcAygEGNLV-a_pfNTiG-q-VC1Tru3KR-jl4zDGcrwP34p-00bhMSH06vDkmMAjuCuiG9YoMqj0sxrpE5LxRiI?stp=s1024x768&edm=AOnQwmMEAAAA&_nc_gid=2pmdUt237r00UJcjwTc3Lw&_nc_oc=AdqinBXURejH3PPcsRn9zofwaXrZRjCqMqWiD2r8q2ojW5GeWmu-VOWLSm97avm5WDc&ccb=10-5&oh=00_Afz962qCaCNc2hLcTicFJVxklFCD83M0-bdTg75xizSS-A&oe=69EDEE14&_nc_sid=201bca,1538674809000.0,-0.17239353611111,5.5616626513889,124.11895917905129
7799,-0.1857792514581925,5.55178876715941,ok,200,,300,647530316642343,https://scontent-mad1-1.xx.fbcdn.net/m1/v/t6/An_e9FIbE1u9PfzBO3XeOhKAf8SeJx0UbViuKeiDNW6aifyLvtV31fyGK62pvDUWwx3BW9s6UbXCiqcneImmvXXOemCR7O4EwymbTus-BdLX7XQgZk2-PGFZGkU0Js3j7A_5J7B9O6ca9cAqNWTW2pk?stp=s1024x768&edm=AOnQwmMEAAAA&_nc_gid=zt5GLc9O4i6hR5TA2VQjiQ&_nc_oc=AdqCC5VyV80466sD41YNxJEV9_17IXqU40dd-T6BGt_j6SoaAijfBHDj-8OC8UN-LbA&ccb=10-5&oh=00_AfxeyhJp-mznwNfIVU8_q_U__zdpe7NJMkkHrfTEQIvg2Q&oe=69EE05B4&_nc_sid=201bca,1546247176348.0,-0.18461870000227,5.5505404,189.1195489870742
6133,-0.24996923603713397,5.561954236345949,no_image,200,,300,,,,,,
8308,-0.1612759550346352,5.556548689599218,ok,200,,300,1152365905262776,https://scontent-mad1-1.xx.fbcdn.net/m1/v/t6/An8quZica03bhDd4ZwMSXVdiA979ifnbFamU9HSsLRQCgpr_gqhkTktEeU6utpKjuBAGxtcFDDeD6dh09-NijDqATFY4Io-7T91OX6Fsc6T-3hsb9DnIskTcSUDwjYIIHViShw2M0Vlvlt9ZvMZvNw?stp=s1024x768&edm=AOnQwmMEAAAA&_nc_gid=MCScpDZA3DmqQAohWjCCfw&_nc_oc=Ado8wcqO98kEiIjGMTHL1LXOTQxwDVMt8CqZ2j2-nJu_7Zl-nhGHPBgmcTqWcky_tkI&ccb=10-5&oh=00_AfzYt78m4ISddUp_jgJ-7Ka1hMYGGGc2D7fY8fjrNZCLgQ&oe=69EE19F8&_nc_sid=201bca,1565533803000.0,-0.15986518916667,5.5582616941667,246.29059256774244
7262,-0.20036746978043904,5.547645323699098,ok,200,,300,234103635156985,https://scontent-mad1-1.xx.fbcdn.net/m1/v/t6/An_YKlxW7mWKBj-b_j7SGDmzsee84ve6AW6NRh8NSpZL5osawHuKH8lImlBagwHX5lreJcbypYuz6TCvM5dYQzz9HaSGNOc7334JdCdq-oT1OilVniOGNrsFDa0sWGMVxu7AcZTXsgH_hTkCI-1mow?stp=s1024x768&edm=AOnQwmMEAAAA&_nc_gid=JbO64hxmy9b9M95AnIVmuQ&_nc_oc=AdoPEbqxRQeBxBy0h9k7Ax92IAN7sqP2syJW4A0Y80VcWzvWjrzKqhTYLsgxRtm_aB4&ccb=10-5&oh=00_AfxdxbR2IA-gpkWdo8BplMGvODe8NgWzSdFr-owXdZOHWQ&oe=69EDFC0B&_nc_sid=201bca,1546261356633.0,-0.19978730000093,5.5473826000022,70.54309109128464
3913,-0.21684584546433094,5.552759060891537,ok,200,,300,295953292194991,https://scontent-mad1-1.xx.fbcdn.net/m1/v/t6/An9zrKyphvq9YnlViXwOb1XQK7a2NG2zKRd07HeuwGusk9EKFpeTNlDGtzGMFz3KnFJXriay0_Icnk24Tk1kFq22SMwbX3T2Qk4hkjW0FCGjVGagDoiKXJQx3VN6M9ZrassXPYxaRStLcb0fmi4dIg?stp=s1024x768&edm=AOnQwmMEAAAA&_nc_gid=kUKLGYz47sOUVjQoauj5Zw&_nc_oc=Adr76VjlI0uMWvb3iVqHKdPoXkY7uVZTqSEgKrWlHFeyhMvx_Um2OQFxwEZnKNJVkUM&ccb=10-5&oh=00_AfzWbiImUwktX5ytRbT6ll__F30EvvK2P0UnAH-jsfyOKA&oe=69EE2587&_nc_sid=201bca,1539173370000.0,-0.21584683083333,5.5546133033333,233.956283394341
7234,-0.19547371361326973,5.546241409202341,ok,200,,300,273931634425422,https://scontent-mad1-1.xx.fbcdn.net/m1/v/t6/An8PHm0B5OnFvPCtZGA0CqQNeh4og3X_SFgX3S-PrZE6wbKxzeWSs7SkE06g5d8L8wBL7MFxafl7xqNhUrlw3LiezGt3q15vR6paQyXnqxWmfmfICUKc8dv8K-_75TrFwvs8ikRi6Q4bPqx6-Mf2Uqs?stp=s1024x768&edm=AOnQwmMEAAAA&_nc_gid=mYWg-27H4-sE7d_xRKV11g&_nc_oc=AdqqN_S784qvG-hEybfwJ2lmlC7EryG597CFIIm86RIYVm_0b-dRh0sAuiVyr7I6-sc&ccb=10-5&oh=00_AfwF28SSm_Us559i8fW5Jw3hSbqdGx4byrtGFc7mhn2zmw&oe=69EDFC62&_nc_sid=201bca,1522168866449.0,-0.19550864584767,5.5484631657652,247.07830676193132
830,-0.2476642871641528,5.538897407452156,no_image,200,,300,,,,,,
8980,-0.18409456263439,5.556244516029304,ok,200,,300,319699216227557,https://scontent-mad1-1.xx.fbcdn.net/m1/v/t6/An8lV37bXaF1AKgEL4k8JlWmIhHDFFwK8hZmAX8JoFrCJeAGjs2SxwVw9TbAbgNpoJGrlRWtT700UhFymXoQ0Mo5C-a1tRXR1xKMSTxhtwcHVmhgmQmba81B83WZp9fXBqzf-J7ZANMDvP2NJ9Qtc8Y?stp=s1024x768&edm=AOnQwmMEAAAA&_nc_gid=TanG4CQrUVFvYQ5WLkFXzg&_nc_oc=AdoDFaSWaiWZK0ZkkoQlYohkk_Qu75AQ2fhekoM_S6l43ZZPuH0G5EZKqlPR7QKzerk&ccb=10-5&oh=00_AfyFBlR1EXf2S-ZedMCrWO07p1wIqrQA6O9NphZN37CBMg&oe=69EDF275&_nc_sid=201bca,1566743482000.0,-0.18235098555556,5.5581774561111,288.84600283045006
1130,-0.2360130657568465,5.531917935298085,ok,200,,300,850782238845226,https://scontent-mad1-1.xx.fbcdn.net/m1/v/t6/An_tywrJXIeMvFfCP-PZCTE9HxQe1Y6BwqIqEXxE_PBTJvOb3AVs6N3nlG2KYmTxnmWLCvVEdSVee23PblDm-SM5Xf-yYoGO-PKvIsYa1e6NSn3vrlpztTXEC1pNpZ1rxXCmyBOktc5XnGLe58Er9Q?stp=s1024x576&edm=AOnQwmMEAAAA&_nc_gid=oEJcPGFJafN0iVmZF9O4BA&_nc_oc=AdoQeSHk3DPyueIlFVQIRo-o5MbkPB_djgwOMeb9WMlMZmSHxuiAu2vJHTBDSyF71iM&ccb=10-5&oh=00_AfwMWzWtUkOo1iaTSM23sitOhfa9vNwpLxCcLYuwKe_tLQ&oe=69EE0225&_nc_sid=201bca,1583666649532.0,-0.23638141451135,5.5340375660415,239.19199390009837
10188,-0.18311424982955304,5.565030300062294,ok,200,,300,1222004895747579,https://scontent-mad1-1.xx.fbcdn.net/m1/v/t6/An-xFDFdSWMOY-UpN1yZtvk5fnxcZE5QneFbO_UYjFP7YDgnTYOx5a7p2Yti9gIaNCKmJ4FoZ0xF6KRq4Tl2EOHO9bXUzCUorM-imTY4VNN8-PtKoB1-HurhN8LS-l2tCV7MI0o8GnyWsYg-lNX1qEo?stp=s1024x768&edm=AOnQwmMEAAAA&_nc_gid=U-QmQzU1GvQR9iY2WFqY9A&_nc_oc=Adpps4puQOXdQZi0CNsI704cHB-wb9BQTHyQt2IKyZBWonChFopk4B3L7b6SGCXCdAY&ccb=10-5&oh=00_AfxnPBk4jx3DBbMBpf-QN7t01Dz6DsTqIb6txpYhkGlC7w&oe=69EE1942&_nc_sid=201bca,1731697730345.0,-0.1810697,5.5664854,278.1691305880399
1253,-0.22732801226220548,5.534134711899539,ok,200,,300,178677964148022,https://scontent-mad1-1.xx.fbcdn.net/m1/v/t6/An-XHwJs_j52qsnO4Vr_kUwYPxUUOHpnMXRYgIuYXvaBz5g8EeZM-ugW8GzJ_7-1vYOYEfu030uyC3T9wcxMswjuT2RxU2x-vKjNaMiCW_MkTUoWUFX0mU6Kj9GsUXedgBs-HAtOgl9RqZooDXxNw_o?stp=s1024x576&edm=AOnQwmMEAAAA&_nc_gid=sDqoh7-knygeeRXvo-xF3g&_nc_oc=AdoGF3rjRRyet2Msgdcvvi5zAlyrJvDYFslQUWWkrWAVo8wP8wuMeUt_ljVO2UkD02Q&ccb=10-6&oh=00_AfyWS14ZO0VeGRuTeITQ_vF2SUwZ03mN5hNEHT7K38KVQQ&oe=69EE1DF2&_nc_sid=201bca,1583666551640.0,-0.2293518,5.5355808,275.7272266015792
3304,-0.22183637761825137,5.546845748071518,ok,200,,300,452665609136864,https://scontent-mad1-1.xx.fbcdn.net/m1/v/t6/An9A_Bj9sVSY2QfEt8-klamTv8kL4UNpHJMHM5kIBJM8C0OlwbZ8nRYKjVbIKD_51SzBRwktTDkSLYwEmZxftT10JiQvcRv9FIY-cH5jRzneppiY8TLoQQmhcEU2welLJSkbRq5Y54JXuiyFx1FJ1w?stp=s1024x768&edm=AOnQwmMEAAAA&_nc_gid=i1CBct63ODTgIDGyjBrIEA&_nc_oc=Adougedd8RzcTh_iYYZHhRcLVbwKQlBgkm6H3_F2Tf7Ro6TyAkMRWc4wEOvT24p14L0&ccb=10-5&oh=00_Afy9H1eN-hvIm4SIM0k32TIFFHNCRIO21-wu3ZhqImCZFQ&oe=69EE2448&_nc_sid=201bca,1546263319865.0,-0.21963270000109,5.5493733000016,372.1181274979654
10670,-0.1516462854178567,5.5687179537736355,ok,200,,300,879075597736422,https://scontent-mad1-1.xx.fbcdn.net/m1/v/t6/An8kjJPtraE2vwbQEP0OS9kICfXXa6DGdN740yi5Iul3jbtgzonsaMLRG4KbFbctj4PAirbbARnXrIm-4NhOGXDC9qSMyjwUyBUPCNHfRm9bxhMI7kyl0wkm7LOtHWO8CYODUAnGT_dfnpd-ZsEg2w?stp=s1024x768&edm=AOnQwmMEAAAA&_nc_gid=Gv0KSTshbEZkZNqZdUMVjQ&_nc_oc=AdqDWQTwQeyqTFMicWRXw6qHIBtfMDvt55n0sw7wwGvJD_Kd5iKhkQYpZRtiLsq2HM4&ccb=10-5&oh=00_AfxXO2fdrVhFLmxwMWEgKsEsfJ_N8x8wlq7AbBlw0HvpdA&oe=69EDEE88&_nc_sid=201bca,1731696981336.0,-0.1494607,5.5673017,288.6271695851416
11758,-0.2132634848614865,5.579598401781988,ok,200,,300,265993038639258,https://scontent-mad1-1.xx.fbcdn.net/m1/v/t6/An__tZdz8d4yMv-gpFGE0JfVI7rNOgGXzHiL2bkTghRCH7eOMkrqwXDYGs-_P-rBhCMNZmTIU51Qieelyq6RDaefSKpCCLvyjYvTnKZ4DhCG3xcBKp7kondi8dJSgQHrq97tM4ueyoi7viEPXG8uTQ?stp=s1024x768&edm=AOnQwmMEAAAA&_nc_gid=WEwA6sMdNskasiU3KebFzQ&_nc_oc=AdpB1wrZ-r_tjWnBW5r5t6JVePitoWnh290N3sog_BrjMBmR-8Z9-zhcqSrncalkYsk&ccb=10-5&oh=00_AfwMRk-DFgLspPnFysib7yhQE6Y8mV18wdg6oBMhq_pWbg&oe=69EDEF85&_nc_sid=201bca,1558875497000.0,-0.21533528333333,5.5777847391667,305.35424463147666
